R&D Spend,Administration,Marketing Spend,State,Profit
58228.0,119056.4719,181130.1242,Florida,98776.57709
66959.0,120345.9057,197976.6125,Florida,106235.395
131802.0,129922.2153,323091.3581,New York,161630.2104
40281.0,116405.9772,146501.3387,California,83444.60985
39202.0,116246.6255,144419.4052,New York,82522.82946
136326.0,130590.3403,331820.4285,New York,165495.0246
116004.0,127589.0947,292609.074,New York,148134.1153
22449.0,113772.4662,112094.446,California,68210.88613
66932.0,120341.9182,197924.516,New York,106212.3292
131154.0,129826.5157,321841.0403,Florida,161076.6296
23028.0,113857.9755,113211.6281,California,68705.52083
80315.0,122318.3806,223747.051,Florida,117645.3106
127797.0,129330.7387,315363.6997,Florida,158208.7735
48320.0,117593.2133,162012.6111,California,90312.25819
20181.0,113437.5176,107718.3338,California,66273.3533
7092.0,111504.4745,82463.07255,Florida,55091.53354
76485.0,121752.7488,216357.0555,Florida,114373.3746
124538.0,128849.4347,309075.4503,Florida,155424.6379
97670.0,124881.4461,257233.5709,Florida,132471.5373
42221.0,116692.4852,150244.574,Florida,85101.93511
36025.0,115777.4317,138289.3751,Florida,79808.74578
112110.0,127014.0111,285095.5903,California,144807.5047
53106.0,118300.0316,171247.2112,California,94400.89669
142240.0,131463.7467,343231.5076,California,170547.3037
86530.0,123236.2402,235738.9105,California,122954.7315
83918.0,122850.4881,230699.0493,Florida,120723.3224
99265.0,125117.003,260311.1278,New York,133834.1321
44466.0,117024.037,154576.3076,New York,87019.81924
117577.0,127821.4025,295644.1818,New York,149477.9157
32758.0,115294.9462,131985.6896,California,77017.77587
25600.0,114237.8202,118174.3091,California,70902.75824
9079.0,111797.9237,86296.99447,New York,56789.0105
113168.0,127170.2613,287137.0042,Florida,145711.345
62977.0,119757.8258,190293.3327,California,102833.6068
125850.0,129043.1969,311606.9579,New York,156545.4682
73289.0,121280.749,210190.3648,California,111643.0594
144841.0,131847.8743,348250.1442,California,172769.3156
63481.0,119832.2588,191265.802,Florida,103264.1697
132160.0,129975.0864,323782.1201,Florida,161936.0467
27996.0,114591.6724,122797.3976,Florida,72949.64036
22390.0,113763.7528,111980.6053,California,68160.48294
12608.0,112319.1025,93106.20961,California,59803.80475
44700.0,117058.5952,155027.8112,New York,87219.72342
138389.0,130895.0135,335800.9926,California,167257.4277
103519.0,125745.2531,268519.2324,California,137468.2876
72494.0,121163.3397,208656.4101,California,110963.8978
129441.0,129573.5321,318535.8022,California,159613.2285
41289.0,116554.8432,148446.2774,New York,84305.73556
86851.0,123283.6469,236358.2809,Florida,123228.959
148644.0,132409.5186,355588.0431,California,176018.1857
62726.0,119720.757,189809.0275,New York,102619.1797
145733.0,131979.6089,349971.2607,Florida,173531.3435
7214.0,111522.492,82698.47188,Florida,55195.75709
36302.0,115818.3403,138823.8473,New York,80045.38449
7888.0,111622.0314,83998.95672,New York,55771.54948
68302.0,120544.2461,200567.9347,Florida,107382.7084
159746.0,134049.1125,377009.3824,New York,185502.5285
92831.0,124166.8005,247896.7072,New York,128337.6214
48789.0,117662.4774,162917.5479,Florida,90712.92084
106761.0,126224.0464,274774.6802,New York,140237.9002
2603.0,110841.5185,73801.53479,New York,51256.61958
1681.0,110705.3533,72022.53327,Florida,50468.96294
82771.0,122681.0939,228485.9097,California,119743.4502
120300.0,128223.5476,300898.2177,Florida,151804.1511
46014.02,85047.44,205517.64,New York,96479.51
149352.0,132514.0793,356954.131,California,176623.024
72698.0,121193.4674,209050.0287,California,111138.1732
109510.0,126630.0312,280078.8832,California,142586.3472
18421.0,113177.5928,104322.409,California,64769.80049
111381.0,126906.349,283688.9828,Florida,144184.7263
45710.0,117207.7566,156976.609,Florida,88082.55771
114314.0,127339.5078,289348.2144,Florida,146690.3629
150311.0,132655.7088,358804.5242,California,177442.2894
138570.0,130921.7444,336150.2326,New York,167412.0544
90073.0,123759.4865,242575.1387,New York,125981.4858
36517.0,115850.0925,139238.6904,Florida,80229.05713
7736.0,111599.5833,83705.6723,New York,55641.69719
58843.0,119147.2979,182316.7684,Florida,99301.96628
79191.0,122152.3832,221578.2899,New York,116685.0871
45646.0,117198.3048,156853.1208,California,88027.88306
147916.0,132302.0043,354183.3651,Florida,175396.2616
46477.0,117321.0307,158456.5376,New York,88737.79919
129319.0,129555.5146,318300.4028,Florida,159509.0049
143423.0,131638.4576,345514.1093,California,171557.9304
12564.0,112312.6043,93021.31149,California,59766.21593
87342.0,123356.16,237305.6667,California,123648.4161
134963.0,130389.0462,329190.5162,Florida,164330.6254
71222.0,120975.485,206202.0827,New York,109877.2392
111210.0,126881.095,283359.0379,Florida,144038.6425
142107.34,91391.77,366168.42,Florida,166187.94
82465.0,122635.9024,227895.4819,New York,119482.037
136903.0,130675.5543,332933.7515,California,165987.9507
4037.0,111053.2981,76568.4417,California,52481.67341
90163.0,123772.7781,242748.7939,New York,126058.372
87391.0,123363.3966,237400.2123,California,123690.2763
34087.0,115491.219,134549.9988,New York,78153.1291
150394.0,132667.9666,358964.6729,New York,177513.1956
36011.0,115775.3641,138262.362,New York,79796.7857
96620.0,124726.3773,255207.593,New York,131574.5314
107501.0,126333.333,276202.5122,California,140870.0758
82971.0,122710.6308,228871.8103,Florida,119914.3085
32007.0,115184.0351,130536.6331,New York,76376.20305
12816.0,112349.8208,93507.54618,California,59981.49735
90555.0,123830.6705,243505.159,California,126393.2542
0.0,135426.92,0.0,California,42559.73
63408.86,129219.61,46085.25,California,97427.84
70521.0,120871.9581,204849.5013,New York,109278.3809
101859.0,125500.0967,265316.2578,Florida,136050.1639
114529.0,127371.26,289763.0574,California,146874.0356
53315.0,118330.8977,171650.4773,California,94579.44358
72107.6,127864.55,353183.81,New York,105008.31
44574.0,117039.987,154784.6939,California,87112.08271
55700.0,118683.1253,176252.3413,New York,96616.9285
38547.0,116149.8921,143155.5809,California,81963.26862
67191.0,120380.1685,198424.2572,Florida,106433.5906
157947.0,133783.428,373538.207,Florida,183965.6583
140284.0,131174.8757,339457.4003,California,168876.3098
123150.0,128644.4486,306397.3005,New York,154238.8815
113466.0,127214.2713,287711.996,New York,145965.9238
44424.0,117017.8343,154495.2685,New York,86983.939
70074.0,120805.9431,203987.0135,Florida,108896.5127
58528.0,119100.7772,181708.975,Florida,99032.8645
148513.0,132390.1719,355335.2782,New York,175906.2735
43088.0,116820.5277,151917.4528,Florida,85842.60573
62322.0,119661.0924,189029.5084,New York,102274.046
103813.0,125788.6723,269086.5062,Florida,137719.4492
93591.0,124279.0408,249363.1293,Florida,128986.8828
56850.0,118852.9626,178471.2694,California,97599.36358
25140.0,114169.8853,117286.7378,New York,70509.78421
158771.0,133905.1201,375128.1173,New York,184669.5944
143258.0,131614.0896,345195.7414,California,171416.9724
12052.0,112236.9898,92033.40609,Florida,59328.81874
133671.0,130198.2378,326697.5987,New York,163226.881
119943.24,156547.42,256512.92,Florida,132602.65
108206.0,126437.4506,277562.8117,California,141472.3512
28754.33,118546.05,172795.67,California,78239.91
27445.0,114510.2982,121734.2416,New York,72478.92582
120687.0,128280.7015,301644.9353,New York,152134.7618
21265.0,113597.6077,109809.9147,California,67199.40514
156793.0,133613.0001,371311.5609,New York,182979.8061
5107.0,111211.3206,78633.00963,New York,53395.76517
92330.0,124092.8106,246930.0263,California,127909.6214
89939.0,123739.6968,242316.5853,Florida,125867.0108
75398.0,121592.2157,214259.6861,New York,113444.7599
123282.0,128663.9429,306651.9948,California,154351.6479
98169.0,124955.1407,258196.3928,Florida,132897.8287
2296.0,110796.1793,73209.17745,California,50994.35213
145719.0,131977.5413,349944.2476,Florida,173519.3834
146667.0,132117.5463,351773.4162,Florida,174329.2516
35274.0,115666.5206,136840.3185,Florida,79167.17296
78966.0,122119.1542,221144.1518,Florida,116492.8715
154778.0,133315.4157,367423.6129,California,181258.409
18687.0,113216.8769,104835.6567,Florida,64997.04199
134020.0,130249.7797,327370.9952,New York,163525.0287
134970.0,130390.08,329204.0228,California,164336.6055
89471.0,123670.5804,241413.578,Florida,125467.2024
153606.0,133142.3294,365162.2357,New York,180257.1795
77184.0,121855.9803,217705.778,California,114970.5243
134049.0,130254.0625,327426.9507,Florida,163549.8031
43639.0,116901.9019,152980.6088,California,86313.32028
69933.0,120785.1196,203714.9537,California,108776.0576
109821.0,126675.9611,280678.9586,New York,142852.0318
154047.0,133207.4583,366013.1464,Florida,180633.922
64229.0,119942.7269,192709.0701,New York,103903.1796
91354.0,123948.6704,245046.8317,New York,127075.833
56547.0,118808.2141,177886.6301,Florida,97340.51329
120735.0,128287.7904,301737.5514,New York,152175.7678
44699.0,117058.4475,155025.8817,New York,87218.86913
94859.0,124466.3048,251809.7387,New York,130070.1243
83511.0,122790.3805,229913.7417,Florida,120375.6258
162597.7,151377.59,443898.53,California,191792.06
126960.0,129207.1267,313748.7059,New York,157493.7316
123537.0,128701.6025,307144.018,California,154569.4922
114090.0,127306.4265,288916.0057,New York,146499.0017
140277.0,131173.8419,339443.8938,Florida,168870.3298
52985.0,118282.1617,171013.7414,California,94297.52743
46426.07,157693.92,210797.67,California,96712.8
3574.0,110984.9202,75675.08194,New York,52086.1365
105962.0,126106.0464,273233.0075,Florida,139555.3214
159570.0,134023.1201,376669.7899,Florida,185352.1732
36880.0,115903.702,139939.0999,Florida,80539.1649
142977.0,131572.5902,344653.5511,Florida,171176.9165
109497.0,126628.1113,280053.7997,Florida,142575.2414
109841.0,126678.9148,280717.5486,Florida,142869.1176
37191.0,115949.6319,140539.1752,New York,80804.84952
26750.0,114407.6574,120393.2372,Florida,71885.19331
60170.0,119343.2753,184877.2185,California,100435.6109
98311.0,124976.1119,258470.3821,California,133019.1381
65189.0,120084.5041,194561.3927,California,104723.2993
91992.39,135495.07,252664.93,California,134307.35
118530.0,127962.1459,297482.9979,New York,150292.0553
3089.0,110913.2932,74739.27311,New York,51671.80519
118012.0,127885.6453,296483.5154,California,149849.5324
140198.0,131162.1749,339291.463,New York,168802.8408
41818.0,116632.9683,149466.9844,California,84757.65569
158592.0,133878.6846,374782.7363,California,184516.6762
105127.0,125982.7298,271621.8728,Florida,138841.9881
36327.0,115822.0324,138872.0849,California,80066.74177
31984.0,115180.6384,130492.2545,California,76356.55435
60970.0,119461.4229,186420.8207,California,101119.044
62574.0,119698.3089,189515.7431,New York,102489.3274
100506.0,125300.2795,262705.6406,New York,134894.3077
27903.0,114577.9377,122617.9539,New York,72870.19126
2696.0,110855.2532,73980.97854,California,51336.06868
64520.0,119985.7031,193270.5554,California,104151.7784
128926.0,129497.4746,317542.1083,California,159173.2684
56983.0,118872.6046,178727.8933,California,97712.98433
60350.0,119369.8585,185224.529,Florida,100589.3834
155120.0,133365.9238,368083.5028,California,181550.5766
107973.0,126403.0401,277113.2375,New York,141273.3013
50720.0,117947.6562,166643.4177,New York,92362.55748
36374.0,115828.9736,138962.7715,Florida,80106.89347
50884.0,117971.8765,166959.8561,Florida,92502.66126
55229.0,118613.5659,175343.5455,Florida,96214.55727
27280.0,114485.9303,121415.8737,New York,72337.96774
128678.0,129460.8488,317063.5916,New York,158961.4042
130880.0,129786.0502,321312.3566,Florida,160842.5538
71791.0,121059.5175,207299.9697,California,110363.331
135611.0,130484.7458,330440.834,New York,164884.2062
11572.0,112166.1013,91107.24478,New York,58918.75889
78389.47,153773.43,299737.29,New York,111313.02
20629.0,113503.6803,108582.751,New York,66656.07583
48592.0,117633.3835,162537.4359,Florida,90544.62544
63354.0,119813.5029,191020.7552,Florida,103155.6747
132796.0,130069.0138,325009.2838,New York,162479.376
2307.0,110797.8039,73230.40198,California,51003.74933
155154.0,133370.9451,368149.1059,Florida,181579.6225
3111.0,110916.5422,74781.72217,California,51690.5996
141301.0,131325.0709,341419.7045,Florida,169745.1241
56708.0,118831.9913,178197.28,California,97478.0542
110385.0,126759.2552,281767.1981,California,143333.8521
109658.0,126651.8885,280364.4496,New York,142712.7823
80306.0,122317.0515,223729.6855,California,117637.622
120520.0,128256.0382,301322.7083,Florida,151992.0952
32205.0,115213.2767,130918.6746,California,76545.35274
94548.0,124420.3749,251209.6634,Florida,129804.4397
143683.0,131676.8555,346015.7801,Florida,171780.0462
58986.0,119168.4168,182592.6873,Florida,99424.12995
140797.0,131250.6379,340447.2352,California,169314.5613
140704.0,131236.9032,340267.7914,New York,169235.1122
63161.0,119784.9998,190648.3612,California,102990.7964
22609.0,113796.0957,112403.1664,California,68347.57275
50634.0,117934.9554,166477.4805,California,92289.08842
70966.0,120937.6777,205708.13,New York,109658.5406
127102.0,129228.0979,314022.6953,New York,157615.041
78261.0,122015.0366,219783.8524,New York,115890.5961
61243.0,119501.7408,186947.5749,New York,101352.2656
76253.86,113867.3,298664.47,California,118474.03
128215.0,129392.4708,316170.2318,California,158565.8673
111768.0,126963.503,284435.7004,New York,144515.3371
151853.0,132883.4384,361779.8174,California,178759.6067
141804.0,131399.3563,342390.2444,New York,170174.8327
154595.0,133288.3894,367070.5139,New York,181102.0736
21297.0,113602.3336,109871.6588,New York,67226.74247
127529.0,129291.1592,314846.5929,Florida,157979.8234
